text,slot,intent
can you add to playlist entitled,O O O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner O O B-playlist,AddToPlaylist
i want to listen to,O O O O O B-object_name I-object_name I-object_name,SearchCreativeWork
where can i see the,O O O O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
i want to book a table for at in,O O O O O O O B-party_size_description I-party_size_description I-party_size_description O B-restaurant_name I-restaurant_name I-restaurant_name O B-city,BookRestaurant
what time is playing,O O O B-object_location_type O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent
play music from,O O O B-year,PlayMusic
add to,O B-entity_name I-entity_name I-entity_name O B-playlist,AddToPlaylist
find the,O O B-object_type I-object_type B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
find the at a,O O B-spatial_relation B-movie_type O O B-object_location_type I-object_location_type,SearchScreeningEvent
play,O B-sort B-artist I-artist,PlayMusic
what s the weather in,O O O O O B-city I-city,GetWeather
can you add some to playlist called,O O O O B-entity_name O B-playlist_owner O O B-playlist I-playlist,AddToPlaylist
book me a table for in,O O O O O B-party_size_number O B-city,BookRestaurant
play any from the,O O B-music_item O O B-year,PlayMusic
add to playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
what is the forecast for the for conditions,O O O O O O B-current_location I-current_location O B-condition_description O,GetWeather
book reservations at at for a party of,O O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-timeRange I-timeRange O O O O B-party_size_number,BookRestaurant
give out of,O B-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit,RateBook
show of,O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent
please search the,O O O B-object_name I-object_name I-object_name B-object_type,SearchCreativeWork
find a called,O O B-object_type O B-object_name I-object_name I-object_name,SearchCreativeWork
should be rated with a best rating of,B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O O O B-rating_value B-rating_unit O O O O O B-best_rating,RateBook
want to eat at a on,B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description O O O O O B-restaurant_type O B-timeRange I-timeRange I-timeRange,BookRestaurant
open and play the songs from,O B-service O O O B-sort O O B-artist,PlayMusic
is it going to be in,O O O O O B-condition_temperature B-timeRange O B-city,GetWeather
find a,O O B-object_type I-object_type,SearchScreeningEvent
can i get the for,O O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent
play something by,O O O B-artist I-artist,PlayMusic
where can i find,O O O O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
i want a table to seat at a to that serves and,O O O O O O B-party_size_number O O B-spatial_relation O B-city O O B-restaurant_type O B-served_dish I-served_dish,BookRestaurant
i want cuisine at a in for,O O B-sort B-cuisine O O O B-restaurant_type O B-city O B-party_size_number,BookRestaurant
what will the weather be like in around,O O O O O O O B-city I-city B-state O B-timeRange,GetWeather
book a table for people at a that serves,O O O O B-party_size_number O O O B-restaurant_type O O B-served_dish,BookRestaurant
will there be in,O O O B-condition_description B-timeRange I-timeRange O B-state I-state,GetWeather
rate,O B-object_select B-object_part_of_series_type I-object_part_of_series_type B-rating_value B-rating_unit,RateBook
is it forecast to be in,O O O O O B-condition_temperature O B-city,GetWeather
how is it to,O B-condition_temperature O O B-spatial_relation O B-city,GetWeather
find at,O B-movie_type O B-location_name I-location_name I-location_name,SearchScreeningEvent
play some music on,O O B-year O O B-service,PlayMusic
add to,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist,AddToPlaylist
rate,O B-object_select B-object_type B-rating_value B-rating_unit,RateBook
please get me a reservation at a with a for,O O O O O O O B-restaurant_type O O B-facility O B-party_size_description I-party_size_description I-party_size_description,BookRestaurant
rate the a,O O B-object_name I-object_name B-object_part_of_series_type O B-rating_value,RateBook
i d like to eat at,O O O O O O B-restaurant_name I-restaurant_name I-restaurant_name,BookRestaurant
i want the for,O O O B-movie_type O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent
play the using,O O B-artist B-music_item O B-service,PlayMusic
i d like to give a rating to,O O O O O O B-rating_value O O B-object_name I-object_name I-object_name I-object_name,RateBook
is a out of,B-object_select B-object_part_of_series_type O O B-rating_value O O B-best_rating,RateBook
rate out of,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit,RateBook
add to playlist,O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist
put in the playlist,O B-entity_name I-entity_name I-entity_name O O B-playlist I-playlist I-playlist O,AddToPlaylist
what is the forecast for weather,O O O B-state I-state O O B-condition_temperature O,GetWeather
add in list,O B-entity_name O B-playlist_owner B-playlist O,AddToPlaylist
i give a out of,O O B-object_name I-object_name I-object_name O B-rating_value O O B-best_rating,RateBook
rate the a,O O B-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value,RateBook
where can i purchase the,O O O O O B-object_type I-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
i d like to see the,O O O O O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork
find the that plays,O O B-spatial_relation B-object_location_type I-object_location_type O O B-movie_type I-movie_type,SearchScreeningEvent
i need a reservation for in for a party of,O O O O O B-restaurant_name I-restaurant_name O B-city I-city O O O O B-party_size_number,BookRestaurant
add a to,O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist,AddToPlaylist
tell me the weather forecast for,O O O O O O B-current_location,GetWeather
add this to playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
i want to hear from,O O O O B-album I-album I-album O B-artist I-artist,PlayMusic
find a called,O O B-object_type I-object_type O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
is playing,O B-movie_name I-movie_name O,SearchScreeningEvent
i want to rate the with,O O O O O B-object_select B-object_type O B-rating_value,RateBook
where is the that features,O O O B-spatial_relation B-object_location_type O O B-movie_type I-movie_type,SearchScreeningEvent
i would give this a rating a and a best rating of,O O O O B-object_select B-object_type O O O B-rating_value O O O O O B-best_rating,RateBook
let me have the for,O O O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent
what are playing at,O B-movie_type O O O B-location_name I-location_name,SearchScreeningEvent
add an to the playlist,O O B-music_item O O B-playlist O,AddToPlaylist
what will the weather be like on in,O O O O O O O B-timeRange I-timeRange I-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi,GetWeather
reserve me a table for at a for,O O O O O B-party_size_number O O B-state B-restaurant_name O B-timeRange,BookRestaurant
what s the weather going to be like on,O O O O O O O O B-spatial_relation B-country O B-timeRange,GetWeather
add to the playlist,O B-entity_name I-entity_name I-entity_name I-entity_name O O B-playlist I-playlist O,AddToPlaylist
what is the weather in,O O O O O B-geographic_poi,GetWeather
find a of,O O B-object_type O B-object_name I-object_name I-object_name,SearchCreativeWork
add this by to playlist,O O B-music_item O B-artist I-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist
when can i see,O O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent
will it be in,O O O B-condition_temperature O B-city I-city B-state,GetWeather
book a that serves for,O O B-restaurant_type O O B-served_dish O B-timeRange,BookRestaurant
find a,O B-object_name I-object_name I-object_name I-object_name O B-object_type,SearchCreativeWork
add this to list called,O O B-music_item O B-playlist_owner O O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist
book a table at,O O B-state O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name,BookRestaurant
rate a,O B-object_name I-object_name I-object_name I-object_name O B-rating_value,RateBook
i want to hear a,O O O O O B-year B-music_item I-music_item,PlayMusic
search for the called,O O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork
what is the weather forecast to,O O O O O B-spatial_relation O B-country I-country,GetWeather
find a,O O B-object_name B-object_type,SearchCreativeWork
put this in playlist please,O O B-music_item O B-playlist_owner B-playlist O O,AddToPlaylist
need a table at a serving on for at,O O O O O B-restaurant_type O B-served_dish I-served_dish O B-timeRange O B-party_size_number O B-state I-state I-state,BookRestaurant
add to,O B-music_item O B-playlist I-playlist,AddToPlaylist
play s on,O B-artist I-artist O B-album I-album I-album I-album I-album O B-service,PlayMusic
of us want to eat at a that serves in,B-party_size_number O O O O O O O B-restaurant_type O O B-served_dish O B-state,BookRestaurant
find a for of,O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description B-spatial_relation I-spatial_relation I-spatial_relation O B-poi I-poi I-poi I-poi,BookRestaurant
find me the for,O O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent
book a table for for people,O O O O B-timeRange O B-party_size_number O,BookRestaurant
book a in for,O O B-restaurant_type O B-city I-city O B-timeRange,BookRestaurant
what s the showing,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name,SearchScreeningEvent
i m looking for the,O O O O O B-object_type I-object_type B-object_name I-object_name,SearchCreativeWork
i want to give a,O O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value,RateBook
what are the,O O O B-object_type I-object_type,SearchScreeningEvent
i want to listen to the on,O O O O O O B-music_item B-album I-album I-album I-album I-album I-album I-album O B-service,PlayMusic
will it be at in,O O O B-condition_description O B-timeRange I-timeRange O B-state,GetWeather
play my playlist on,O O B-playlist I-playlist O O B-service,PlayMusic
play a by,O O B-music_item O B-artist I-artist,PlayMusic
is the playing at,O O B-movie_type B-location_name I-location_name I-location_name O O B-timeRange I-timeRange,SearchScreeningEvent
is it supposed to in in the,O O O O B-condition_description O B-city O O B-country I-country,GetWeather
is it supposed to gt in,O O O O O B-condition_temperature O B-state,GetWeather
what is playing at,O B-location_name I-location_name O B-movie_name I-movie_name I-movie_name O O,SearchScreeningEvent
give out of to,O B-rating_value O O B-best_rating O B-object_name I-object_name I-object_name,RateBook
show me the,O O O B-object_name B-object_type I-object_type,SearchCreativeWork
